區間: 長 [8, 17], 寬 [8, 17]
  (15.0, 20.0, 1463)
  (16.0, 18.0, 627)
  (16.0, 27.0, 5130)
  (17.0, 19.0, 8899)
  (17.0, 20.0, 1454)
  (17.0, 26.0, 829)

區間: 長 [18, 27], 寬 [8, 17]
  (18.0, 9.0, 1628)
  (18.0, 11.0, 7838)
  (18.0, 13.0, 483)
  (18.0, 13.0, 6378)
  (18.0, 14.0, 1454)
  (18.0, 14.0, 6798)
  (18.0, 15.0, 2056)
  (18.0, 17.0, 1454)
  (19.0, 17.0, 2250)
  (20.0, 9.0, 1975)
  (20.0, 9.0, 1975)
  (20.0, 12.0, 1472)
  (20.0, 16.0, 5617)
  (20.0, 17.0, 4125)
  (20.0, 17.0, 5617)
  (21.0, 12.0, 1454)
  (21.0, 15.0, 9717)
  (22.0, 17.0, 2250)
  (22.0, 17.0, 6378)
  (23.0, 16.0, 1079)
  (23.0, 17.0, 2250)
  (24.0, 17.0, 1746)
  (24.0, 17.0, 6421)
  (25.0, 15.0, 5445)
  (27.0, 11.0, 2460)

區間: 長 [18, 27], 寬 [18, 27]
  (19.0, 18.0, 7706)
  (19.0, 19.0, 2056) 兩隻鳥靠太近
  (19.0, 21.0, 4521) 跟背景的樹太像
  (20.0, 20.0, 2250)
  (20.0, 23.0, 6321)
  (20.0, 26.0, 6321)
  (21.0, 18.0, 2250)
  (21.0, 18.0, 6341) 重疊的鳥
  (21.0, 19.0, 7706) 站或坐的鳥
  (21.0, 20.0, 5303) 站著的鳥
  (21.0, 24.0, 7617) 重疊
  (22.0, 18.0, 4125) 太像背景雜訊
  (22.0, 18.0, 5303) 殘影
  (22.0, 19.0, 1154) 坐著的鳥
  (22.0, 20.0, 6321) 站立的鳥
  (22.0, 21.0, 3031) 模型比人準
  (22.0, 24.0, 3384) 重疊
  (22.0, 24.0, 8072) 重疊
  (22.0, 25.0, 6321) 站立的鳥
  (23.0, 20.0, 2250)
  (23.0, 21.0, 3749) 黑影+遮擋
  (23.0, 22.0, 9717) 黑影
  (24.0, 18.0, 2250)
  (24.0, 18.0, 3978) 重疊+殘影
  (24.0, 20.0, 829) 重疊
  (24.0, 22.0, 241)
  (24.0, 22.0, 6508)  背景是草+鳥類密集
  (24.0, 24.0, 515) 重疊
  (24.0, 24.0, 6519) 站立的鳥
  (25.0, 23.0, 2250) 重疊
  (26.0, 20.0, 279) 站立的鳥
  (26.0, 20.0, 457)
  (26.0, 20.0, 457) 模型比標註準
  (26.0, 20.0, 1085) 殘影
  (26.0, 25.0, 241) 背景是草+鳥類密集

區間: 長 [18, 27], 寬 [28, 37]
  (22.0, 28.0, 2250) 重疊
  (24.0, 31.0, 6508) 背景是草+鳥類密集
  (27.0, 36.0, 241) 背景是草+鳥類密集

區間: 長 [18, 27], 寬 [38, 47]
  (23.0, 41.0, 241)
  (26.0, 40.0, 241) 背景是草+鳥類密集

區間: 長 [28, 37], 寬 [8, 17]
  (28.0, 12.0, 2971) 殘影
  (32.0, 16.0, 3978) 殘影+重疊  

區間: 長 [28, 37], 寬 [18, 27]
  (28.0, 20.0, 2250)
  (28.0, 22.0, 8011)  背景是草+鳥類密集
  (28.0, 24.0, 241)
  (28.0, 24.0, 241)
  (29.0, 25.0, 6321) 站立鳥類
  (29.0, 27.0, 241)
  (30.0, 25.0, 6508)
  (31.0, 19.0, 511) 背景是草+鳥類密集
  (31.0, 20.0, 7617) 重疊
  (31.0, 22.0, 2297) 背景是草+鳥類密集
  (32.0, 18.0, 511) 常見飛行鳥類
  (32.0, 26.0, 6241) 鳥頭探出屋簷 == 遮擋
  (32.0, 27.0, 241) 背景是草+鳥類密集
  (36.0, 26.0, 2250) 重疊
  (36.0, 27.0, 6508) 背景是草+鳥類密集
  (37.0, 23.0, 7030) 重疊

區間: 長 [28, 37], 寬 [28, 37]
  (30.0, 35.0, 241)
  (32.0, 33.0, 2452) 黑影跟建築陰影很像
  (32.0, 34.0, 241)
  (32.0, 37.0, 241)
  (33.0, 33.0, 2452) 黑影跟建築陰影很像
  (33.0, 33.0, 2683)
  (35.0, 29.0, 6508)
  (36.0, 35.0, 6508)
  (37.0, 33.0, 241)
  (37.0, 34.0, 241)
  (37.0, 34.0, 6508) 背景是草+鳥類密集
  (37.0, 35.0, 241) 背景是草+鳥類密集

區間: 長 [28, 37], 寬 [38, 47]
  (30.0, 40.0, 6508)  背景是草+鳥類密集
  (32.0, 46.0, 241)
  (36.0, 43.0, 241) 背景是草+鳥類密集

區間: 長 [28, 37], 寬 [48, 57]
  (29.0, 54.0, 6508)
  (32.0, 49.0, 6508)
  (33.0, 49.0, 6508)  背景是草+鳥類密集
  (37.0, 48.0, 241) 背景是草+鳥類密集

區間: 長 [38, 47], 寬 [18, 27]
  (41.0, 18.0, 5937) 與背景樹叢 顏色高度符合 == 黑影?
  (42.0, 23.0, 3384) 重疊
  (46.0, 22.0, 4042) 鳥站在樹枝上

區間: 長 [38, 47], 寬 [28, 37]
  (40.0, 32.0, 241) 背景是草+鳥類密集
  (40.0, 32.0, 6508)
  (42.0, 28.0, 8011) 飛行鳥類
  (42.0, 30.0, 6508)
  (44.0, 35.0, 6508) 背景是草+鳥類密集

區間: 長 [38, 47], 寬 [38, 47]
  (38.0, 39.0, 241)
  (40.0, 42.0, 8144) 黑影+背景是樹叢
  (42.0, 38.0, 241)
  (42.0, 45.0, 241)
  (43.0, 41.0, 1525) 屋簷處探出來鳥頭 + 黑影
  (43.0, 47.0, 241)
  (43.0, 47.0, 6508)
  (44.0, 40.0, 6508)
  (47.0, 39.0, 241) 背景是草+鳥類密集
  (47.0, 39.0, 6508) 背景是草+鳥類密集

區間: 長 [38, 47], 寬 [48, 57]
  (44.0, 53.0, 6508) 背景是草+鳥類密集

區間: 長 [48, 57], 寬 [18, 27]
  (48.0, 20.0, 241)
  (49.0, 25.0, 2250) 背景是草+鳥類密集+重疊
  (53.0, 25.0, 241) 背景是草+鳥類密集

區間: 長 [48, 57], 寬 [28, 37]
  (49.0, 29.0, 6508)
  (55.0, 35.0, 6508) 背景是草+鳥類密集

區間: 長 [48, 57], 寬 [38, 47]
  (49.0, 40.0, 2250) 背景是草+鳥類密集+重疊
  (50.0, 40.0, 3623) 屋簷處探出來鳥頭 + 黑影
  (50.0, 42.0, 241) 背景是草+鳥類密集
  (54.0, 41.0, 6508)
  (55.0, 38.0, 6508)
  (57.0, 40.0, 6508) 背景是草+鳥類密集

區間: 長 [48, 57], 寬 [48, 57]
  (48.0, 53.0, 241)
  (50.0, 48.0, 241)
  (56.0, 49.0, 241) 背景是草+鳥類密集

區間: 長 [48, 57], 寬 [58, 67]
  (57.0, 61.0, 6508) 背景是草+鳥類密集

區間: 長 [58, 67], 寬 [38, 47]
  (59.0, 47.0, 241)
  (60.0, 42.0, 257) 黑影
  (62.0, 47.0, 241)
  (63.0, 38.0, 241) 背景是草+鳥類密集
  (63.0, 38.0, 6508) 背景是草+鳥類密集

區間: 長 [58, 67], 寬 [58, 67]
  (62.0, 60.0, 241) 背景是草+鳥類密集

區間: 長 [68, 77], 寬 [38, 47]
  (73.0, 39.0, 7580) 黑影跟樹叢背景很像

區間: 長 [68, 77], 寬 [48, 57]
  (71.0, 53.0, 241) 背景是草+鳥類密集

區間: 長 [78, 87], 寬 [48, 57]
  (83.0, 53.0, 241) 背景是草+鳥類密集

區間: 長 [208, 217], 寬 [168, 177] 
  (213.0, 170.0, 5611) 殘影

區間: 長 [308, 317], 寬 [278, 287] 
  (316.0, 284.0, 366) 殘影+過大

